Author,Title,Poetry Foundation ID,Content,Length,Topics
Pablo Neruda,Ode to a Large Tuna in the Market,49322,"Here,
among the market vegetables,
this torpedo
from the ocean
depths,
a missile
that swam,
now
lying in front of me
dead.

Surrounded
by the earth's green froth
-these lettuces,
bunches of carrots-
only you
lived through
the sea's truth, survived
the unknown, the
unfathomable
darkness, the depths
of the sea,
the great
abyss,
le grand abîme,
only you:
varnished
black-pitched
witness
to that deepest night.

Only you:
dark bullet
barreled
from the depths,
carrying
only
your
one wound,
but resurgent,
always renewed,
locked into the current,
fins fletched
like wings
in the torrent,
in the coursing
of
the
underwater
dark,
like a grieving arrow,
sea-javelin, a nerveless
oiled harpoon.

Dead
in front of me,
catafalqued king
of my own ocean;
once
sappy as a sprung fir
in the green turmoil,
once seed
to sea-quake,
tidal wave, now
simply
dead remains;
in the whole market
yours
was the only shape left
with purpose or direction
in this
jumbled ruin
of nature;
you are
a solitary man of war
among these frail vegetables,
your flanks and prow
black
and slippery
as if you were still
a well-oiled ship of the wind,
the only
true
machine
of the sea: unflawed,
undefiled,
navigating now
the waters of death",207,"dead remains, grieving arrow, grand abîme, green turmoil, well-oiled ship, tidal wave, these lettuces, sprung fir, market vegetables, green froth, frail vegetables, deepest night, dark bullet, truth, true"
Pablo Neruda,The Men,40760,"I'm Ramón González Barbagelata from anywhere,
from Cucuy, from Paraná, from Rio Turbio, from Oruro,
from Maracaibo, from Parral, from Ovalle, from Loconmilla,
I'm the poor devil from the poor Third World,
I'm the third-class passenger installed, good God!
in the lavish whiteness of snow-covered mountains,
concealed among orchids of subtle idiosyncrasy.

I've arrived at this famous year 2000, and what do I get?
With what do I scratch myself? What do I have to do with
the three glorious zeros that flaunt themselves
over my very own zero, my own non-existence?
Pity that brave heart awaiting its call
or the man enfolded by warmer love,
nothing's left today except my flimsy skeleton,
my eyes unhinged, confronting the era's beginning.

The era's beginning: are these ruined shacks,
these poor schools, these people still in rags and tatters,
this cloddish insecurity of my poor families,
is all this the day? the century's beginning, the golden door?

Well, enough said, I, at least, discreet,
as in office, patched and pensive,
I proclaim the redundancy of the inaugural:
I've arrived here with all my baggage,
bad luck and worse jobs,
misery always waiting with open arms,
the mobilization of people piled up on top of each other,
and the manifold geography of hunger",219,"poor devil, glorious zeros, worse jobs, ruined shacks, poor schools, poor families, cloddish insecurity, third-class passenger, subtle idiosyncrasy, snow-covered mountains, ramón gonzález, open arms, manifold geography, lavish whiteness"
Rabindranath Tagore,The Gardener 38,45665,"My love, once upon a time your poet launched a great epic in his mind.
Alas, I was not careful, and it struck your ringing anklets and came to grief.
It broke up into scraps of songs and lay scattered at your feet.
All my cargo of the stories of old wars was tossed by the laughing waves and soaked in tears and sank.
You must make this loss good to me, my love.
If my claims to immortal fame after death are shattered, make me immortal while I live.
And I will not mourn for my loss nor blame you",101,"immortal fame, wars, tears, loss, laughing, death, careful, blame, alas, waves, time, stories, songs, scraps"
Rabindranath Tagore,On the Seashore,45670,"On the seashore of endless worlds children meet.
The infinite sky is motionless overhead and the restless water is boisterous. On the seashore of endless worlds the children meet with shouts and dances.
They build their houses with sand, and they play with empty shells. With withered leaves they weave their boats and smilingly float them on the vast deep. Children have their play on the seashore of worlds.
They know not how to swim, they know not how to cast nets. Pearl-fishers dive for pearls, merchants sail in their ships, while children gather pebbles and scatter them again. They seek not for hidden treasures, they know not how to cast nets.
The sea surges up with laughter, and pale gleams the smile of the sea-beach. Death-dealing waves sing meaningless ballads to the children, even like a mother while rocking her baby's cradle. The sea plays with children, and pale gleams the smile of the sea-beach.
On the seashore of endless worlds children meet. Tempest roams in the pathless sky, ships are wrecked in the trackless water, death is abroad and children play. On the seashore of endless worlds is the great meeting of children",196,"meaningless ballads, hidden treasures, restless water, empty shells, withered leaves, vast deep, trackless water, tempest roams, pathless sky, pale gleams, motionless overhead, infinite sky"
Rabindranath Tagore,The Gardener 85,45667,"Who are you, reader, reading my poems an hundred years hence?
I cannot send you one single flower from this wealth of the spring, one single streak of gold from yonder clouds.
Open your doors and look abroad.

From your blossoming garden gather fragrant memories of the vanished flowers of an hundred years before.
In the joy of your heart may you feel the living joy that sang one spring morning, sending its glad voice across an hundred years",80,"glad voice, vanished flowers, single streak, single flower, garden gather, fragrant memories, wealth, years, sending, reading, poems, open"
Rabindranath Tagore,Poems,12691,"VII

Sing the song of the moment in careless carols, in the transient light of the day;
Sing of the fleeting smiles that vanish and never look back;
Sing of the flowers that bloom and fade without regret.
Weave not in memory's thread the days that would glide into nights.
To the guests that must go bid God-speed, and wipe away all traces of their steps.
Let the moments end in moments with their cargo of fugitive songs.

With both hands snap the fetters you made with your own heart chords;
Take to your breast with a smile what is easy and simple and near.
Today is the festival of phantoms that know not when they die.
Let your laughter flush in meaningless mirth like twinkles of light on the ripples;
Let your life lightly dance on the verge of Time like a dew on the tip of a leaf.
Strike in the chords of your harp the fitful murmurs of moments",163,"laughter flush, careless carols, meaningless mirth, transient light, heart chords, fugitive songs, fitful murmurs, strike"
Rabindranath Tagore,Gitanjali 35,45668,"Where the mind is without fear and the head is held high;
Where knowledge is free;
Where the world has not been broken up into fragments by narrow domestic walls;
Where words come out from the depth of truth;
Where tireless striving stretches its arms towards perfection;
Where the clear stream of reason has not lost its way into the dreary desert sand of dead habit;
Where the mind is led forward by thee into ever-widening thought and action
Into that heaven of freedom, my Father, let my country awake",90,"dead habit, clear stream, dreary desert, tireless striving, domestic walls, desert sand, truth, perfection, heaven, freedom, free, fear, world, reason"
Rabindranath Tagore,"Song VII (""My song has put off her adornments""",56597,"My song has put off her adornments.
She has no pride of dress and decoration.
Ornaments would mar our union;
they would come between thee and me;
their jingling would drown thy whispers.

My poet's vanity dies in shame before thy sight.
O master poet, I have sat down at thy feet.
Only let me make my life simple and straight,
like a flute of reed for thee to fill with music",73,"master poet, life simple, vanity, straight, shame, pride, adornments, whispers"
Rabindranath Tagore,Crossing 16,45662,"You came to my door in the dawn and sang; it angered me to be awakened from sleep, and you went away unheeded.
You came in the noon and asked for water; it vexed me in my work, and you were sent away with reproaches.
You came in the evening with your flaming torches.
You seemed to me like a terror and I shut my door.
Now in the midnight I sit alone in my lampless room and call you back whom I turned away in insult",87,"lampless room, flaming torches, terror, insult, work, water, unheeded, sleep, reproaches, noon, midnight, evening, door, call"
Rabindranath Tagore,Fruit-gathering LV,45664,"Tulsidas, the poet, was wandering, deep in thought, by the Ganges, in that lonely spot where they burn their dead.
He found a woman sitting at the feet of the corpse of her dead husband, gaily dressed as for a wedding.
She rose as she saw him, bowed to him, and said, ""Permit me, Master, with your blessing, to follow my husband to heaven.""
""Why such hurry, my daughter?"" asked Tulsidas. ""Is not this earth also His who made heaven?""
""For heaven I do not long,"" said the woman. ""I want my husband.""
Tulsidas smiled and said to her, ""Go back to your home, my child. Before the month is over you will find your husband.""
The woman went back with glad hope. Tulsidas came to her every day and gave her high thoughts to think, till her heart was filled to the brim with divine love.
When the month was scarcely over, her neighbours came to her, asking, ""Woman, have you found your husband?""
The widow smiled and said, ""I have.""
Eagerly they asked, ""Where is he?""
""In my heart is my lord, one with me,"" said the woman",210,"dead husband, high thoughts, lonely, heaven, glad, eagerly, divine, corpse, blessing, woman, widow, wedding, wandering"
Rabindranath Tagore,Playthings,45671,"Child, how happy you are sitting in the dust, playing with a broken twig all the morning.
I smile at your play with that little bit of a broken twig.
I am busy with my accounts, adding up figures by the hour.
Perhaps you glance at me and think, ""What a stupid game to spoil your morning with!""
Child, I have forgotten the art of being absorbed in sticks and mud-pies.
I seek out costly playthings, and gather lumps of gold and silver.
With whatever you find you create your glad games, I spend both my time and my strength over things I never can obtain.
In my frail canoe I struggle to cross the sea of desire, and forget that I too am playing a game",129,"stupid game, broken twig, glad games, costly playthings, frail canoe, strength, playing"
